Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation County,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation Location,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council,Census Tract,BIN,BBL,NTA
8033130039,98400JX,NY,COM,05/15/2015,51,VAN,WORKH,T,21790,19985,29440,01/01/88888888 12:00:00 PM,0001,1,358863,T105,N,0447P,,NY,O,80,Greenwich St,,01/05/0001 12:00:00 PM,408,e3,,,,,BROWN,,2007,,0,Y 99,51-Sidewalk,,,,,,,,,,,
8006996672,AE04471,PA,PAS,06/02/2015,38,TRLR,INTER,T,35380,0,0,01/01/20160588 12:00:00 PM,0066,66,361356,T302,B,1248P,,K,I,E,E 13th St,40ft S/of Avenue J,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0800A,0700P,WHITE,,0,,0,02 3,38-Failure to Display Muni Rec,,,,,,,,,,,
1338335777,GEB1354,NY,PAS,02/14/2015,53,SDN,LINCO,P,0,0,0,01/01/20161228 12:00:00 PM,122,5,161423,0005,0000,0331P,,R,F,,FR CAPPODANO BLVD,DRURY AVE GREENE STR,01/05/0001 12:00:00 PM,408,J3,,BBBBBBB,ALL,ALL,BLACK,0,2012,-,0,,,,,,,,,,,,,
8029468374,99647PA,NY,IRP,05/05/2015,84,TR,MACK,T,10410,18030,18050,01/01/20150930 12:00:00 PM,0018,18,357711,T106,I,0925P,,NY,F,663,5th Ave,,01/05/0001 12:00:00 PM,408,k7,,,,,WH,,0,,0,99 6,84-Platform lifts in low posit,,,,,,,,,,,
7854369392,AP678Y,NJ,PAS,06/10/2015,19,DELV,INTER,T,34770,10910,11010,01/01/88888888 12:00:00 PM,0018,18,353486,T106,A,0524A,,NY,O,459,W 50th St,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,WHITE,,0,,0,C 17,19-No Stand (bus stop),,,,,,,,,,,
7176954185,GJS3728,NY,PAS,12/10/2014,71,SUBN,JEEP,T,15710,34200,31290,01/01/20151007 12:00:00 PM,122,122,355111,T303,A,0825A,,R,O,465,Amherst Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GR,,2005,,0,08-A,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7090490683,41951JX,NY,COM,03/17/2015,19,DELV,WORKH,T,50290,23940,24040,01/01/88888888 12:00:00 PM,109,109,358569,T401,N,0153P,,Q,F,159-13,Horace Harding Expy,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,BROWN,,2007,,0,Z 41,19-No Stand (bus stop),,,,,,,,,,,
7098881533,11584JY,NY,COM,08/29/2014,21,VAN,CHEVR,T,37290,37190,66490,01/01/88888888 12:00:00 PM,110,110,361130,T401,D,0841A,,Q,O,82-23,Broadway,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,0900A,WHITE,,2007,,0,12-A,21-No Parking (street clean),,,,,,,,,,,
7057429137,63480JM,NY,COM,07/30/2014,14,VAN,INTER,T,17650,10210,10110,01/01/88888888 12:00:00 PM,0017,17,359594,T102,J,0416P,,NY,O,205,E 33rd St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,BROWN,,1995,,0,31 6,14-No Standing,,,,,,,,,,,
7097788276,41115MC,NY,COM,08/18/2014,38,BUS,FORD,T,15710,35710,35770,01/01/88888888 12:00:00 PM,0024,24,355567,T103,M,0157P,,NY,F,775,Columbus Ave,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0100P,0700P,WHITE,,2008,,0,CC1,38-Failure to Display Muni Rec,,,,,,,,,,,
7477165441,GZS5415,PA,PAS,05/02/2015,38,4DSD,SCION,T,40890,23750,23800,01/01/20150588 12:00:00 PM,106,106,356226,T402,C,0532P,,Q,F,157-14,Cross Bay Blvd,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BLACK,,0,,0,27 4,38-Failure to Display Muni Rec,,,,,,,,,,,
8007240731,62369JM,NY,COM,05/21/2015,38,DELV,INTER,T,9490,59990,10440,01/01/88888888 12:00:00 PM,108,108,358919,T401,J,0307P,,Q,F,45-09,40th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BROWN,,1993,,0,37-P,38-Failure to Display Muni Rec,,,,,,,,,,,
8013066344,83350AT,NY,COM,12/17/2014,48,DELV,NS/OT,T,10010,19250,19270,01/01/20151031 12:00:00 PM,0023,23,347593,T103,B,1043A,,NY,F,2251,1st Ave,,01/05/0001 12:00:00 PM,408,e9,,,,,BLACK,,0,,0,E 77,48-Bike Lane,,,,,,,,,,,
1385608675,19860JT,NY,COM,06/23/2015,46,DELV,MERCU,P,59590,8290,54100,01/01/20151031 12:00:00 PM,109,109,932677,0109,0000,0306P,,Q,O,33-10,PRINCE ST,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,BROWN,0,2005,-,0,,,,,,,,,,,,,
7336380517,GVD3213,NY,PAS,04/21/2015,14,SUBN,FORD,T,29690,0,10530,01/01/20170112 12:00:00 PM,0033,33,355117,T103,A,0712A,,NY,F,1051,Riverside Dr,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,1000A,WH,,1993,,0,CC3,14-No Standing,,,,,,,,,,,
1376301003,GTR8802,NY,PAS,12/09/2014,14,SDN,HYUND,P,54580,9140,61090,01/01/20160131 12:00:00 PM,109,109,932677,0109,0000,0505P,,Q,F,39-15,MAIN ST,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,GRAY,0,2006,-,0,,,,,,,,,,,,,
7309964550,GRZ8683,NY,PAS,03/21/2015,37,SUBN,INFIN,T,31190,0,0,01/01/20160806 12:00:00 PM,0028,28,358223,T103,R,0450P,0416P,NY,I,W,St Nicholas Ave,25ft N/of W 125th St,01/01/20150321 12:00:00 PM,408,h1,,Y,0900A,0700P,BK,,2008,101-9684,0,02 7,37-Expired Muni Meter,,,,,,,,,,,
8028214204,AF66663,PA,PAS,04/17/2015,46,TRAC,INTER,T,10810,34770,34790,01/01/20150588 12:00:00 PM,0018,18,345275,T106,A,0557A,1200P,NY,O,840,8th Ave,,01/05/0001 12:00:00 PM,408,F1,,,,,WHITE,,0,,0,F 17,46B-Double Parking (Com-100Ft),,,,,,,,,,,
8017662890,42515ME,NY,COM,04/14/2015,46,DELV,INTER,T,10010,17090,17110,01/01/20160331 12:00:00 PM,0009,9,362208,T101,F,0115P,1200P,NY,F,85,1st Ave,,01/05/0001 12:00:00 PM,408,F1,,,,,WHITE,,0,,0,62 1,46B-Double Parking (Com-100Ft),,,,,,,,,,,
7448776680,GVD6854,NY,PAS,03/29/2015,71,SUBN,ME/BE,T,20300,23490,23640,01/01/20170311 12:00:00 PM,103,103,357050,T402,A,0659A,,Q,O,153-17,109th Rd,,01/05/0001 12:00:00 PM,408,j6,,,,,GL,,2007,,0,A 42,71-Insp. Sticker Missing (NYS,,,,,,,,,,,
7436325875,EHZ6553,NY,PAS,10/25/2014,51,4DSD,NISSA,T,44690,20990,21070,01/01/20160606 12:00:00 PM,113,113,358116,T402,P,0319P,,Q,F,117-31,Farmers Blvd,,01/05/0001 12:00:00 PM,408,e3,,,,,BK,,2008,,0,A 42,51-Sidewalk,,,,,,,,,,,
8001242006,65776MA,NY,COM,12/17/2014,69,VAN,CHEVR,T,34270,10510,10610,01/01/20141231 12:00:00 PM,0013,13,359330,T102,J,0112P,,NY,F,127,W 25th St,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0800A,0700P,WH,,2011,,0,99 6,69-Failure to Disp Muni Recpt,,,,,,,,,,,
8001518620,GPP2359,NY,PAS,10/13/2014,38,SUBN,LEXUS,T,13610,0,0,01/01/20160518 12:00:00 PM,0024,24,358659,T103,J,0110P,,NY,I,E,Broadway,30ft S/of W 90th St,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,1000P,GY,,2015,,0,25 7,38-Failure to Display Muni Rec,,,,,,,,,,,
7018902472,FSB7674,NY,PAS,01/22/2015,21,CONV,CHRYS,T,13820,72620,10620,01/01/20150922 12:00:00 PM,0049,49,359304,T202,X,1256P,,BX,O,2542,Boston Rd,,01/05/0001 12:00:00 PM,408,d1,,Y,1130A,0100P,RD,,2013,,0,01P,21-No Parking (street clean),,,,,,,,,,,
7018902472,FSB7674,NY,PAS,01/22/2015,21,CONV,CHRYS,T,13820,72620,10620,01/01/20150922 12:00:00 PM,0049,49,359304,T202,X,1256P,,BX,O,2542,Boston Rd,,01/05/0001 12:00:00 PM,408,d1,,Y,1130A,0100P,RD,,2013,,0,01P,21-No Parking (street clean),,,,,,,,,,,
7846684085,52254JT,NY,COM,09/09/2014,69,VAN,GMC,T,17630,27790,24890,01/01/20150228 12:00:00 PM,0014,14,355678,T102,C,0954A,,NY,F,128,E 32nd St,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0700A,0700P,WHITE,,2005,,0,21 6,69-Failure to Disp Muni Recpt,,,,,,,,,,,
7125928663,50060MD,NY,COM,07/14/2014,69,VAN,NS/OT,T,34370,13610,10510,01/01/20141130 12:00:00 PM,0014,14,361135,T102,L,0544P,,NY,F,43,W 30th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0600P,WHITE,,2013,,0,21 6,69-Failure to Disp Muni Recpt,,,,,,,,,,,
7250797578,GEK1020,NY,PAS,07/10/2014,21,2DSD,SMART,T,8880,6280,6380,01/01/20150221 12:00:00 PM,0066,66,358628,T302,A,0943A,,K,F,1236,46th St,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,1000A,BK,,2013,,0,01 3,21-No Parking (street clean),,,,,,,,,,,
7720637720,EYF2168,NY,PAS,10/08/2014,71,SUBN,INFIN,T,5780,5080,5230,01/01/20160324 12:00:00 PM,0078,78,357744,T302,K,0823A,,K,O,175,7th Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BK,,2004,,0,59 3,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7804763517,EBN3814,NY,PAS,10/30/2014,21,4DSD,SATUR,T,36050,13610,29690,01/01/20160514 12:00:00 PM,0023,23,361371,T103,J,1107A,,NY,F,601,W 114th St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1100A,1230A,BK,,2004,,0,47 7,21-No Parking (street clean),,,,,,,,,,,
7665121342,GCF4407,NY,PAS,06/22/2015,14,4DSD,INFIN,T,18330,10010,45590,01/01/20160830 12:00:00 PM,0019,19,355156,T103,A,0554A,,NY,O,406,E 67th St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,RD,,2014,,0,CCA,14-No Standing,,,,,,,,,,,
7662663530,FYP7413,NY,PAS,06/24/2015,14,SUBN,GMC,T,37070,0,0,01/01/20160426 12:00:00 PM,0033,33,359294,T103,L,0407P,,NY,I,N,W 165th St,200ft E/of Riverside,01/05/0001 12:00:00 PM,408,c,,YYYYY,0400P,0700P,GY,,2015,,0,N 77,14-No Standing,,,,,,,,,,,
7931867269,15081JW,NY,COM,07/29/2014,16,VAN,CHEVR,T,27100,0,0,01/01/20141231 12:00:00 PM,0001,1,359603,T101,A,0912A,0727A,NY,I,N,Nassau St,20ft W/of Cedar St,01/05/0001 12:00:00 PM,408,k2,,YYYYYYY,,,BLUE,,2009,,0,09 1,16-No Std (Com Veh) Com Plate,,,,,,,,,,,
7094796766,FXP4482,NY,PAS,05/12/2015,38,4DSD,VOLKS,T,37350,31190,32790,01/01/20160321 12:00:00 PM,0034,34,356267,T103,S,0145P,,NY,F,602,W 180th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0930A,0700P,BK,,0,,0,03 7,38-Failure to Display Muni Rec,,,,,,,,,,,
7948691121,89780JY,NY,COM,10/29/2014,69,VAN,CHEVR,T,24050,0,0,01/01/20150630 12:00:00 PM,0001,1,358862,T101,H,1010A,,NY,I,N,John St,20ft W/of South St,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0800A,0600P,WH,,2009,,0,04 1,69-Failure to Disp Muni Recpt,,,,,,,,,,,
7659725439,73773MD,NY,COM,11/17/2014,21,DELV,ISUZU,T,35170,14510,15710,01/01/20160531 12:00:00 PM,0020,20,358650,T103,F,0921A,,NY,O,18,W 70th St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0900A,1030A,WH,,2014,,0,39 7,21-No Parking (street clean),,,,,,,,,,,
1377173756,PQL6942,GA,PAS,11/09/2014,17,SDN,ME/BE,P,36270,10410,24690,01/01/20150228 12:00:00 PM,0028,28,956155,0028,0000,0221P,,NY,F,55,W 125 ST,,01/05/0001 12:00:00 PM,408,J6,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,,,,,,,,,
7040632159,GDN1736,NY,PAS,06/23/2015,38,SUBN,HONDA,T,8780,0,0,01/01/20170225 12:00:00 PM,0066,66,358888,T302,U,0920A,,K,I,N,44th St,15ft E/of 13th Ave,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0900A,0700P,BLACK,,2013,,0,01 3,38-Failure to Display Muni Rec,,,,,,,,,,,
7191174274,GDU9206,NY,PAS,01/07/2015,71,4DSD,TOYOT,T,6590,9640,9790,01/01/20161227 12:00:00 PM,114,114,358573,T401,D,0944A,,Q,O,4103,21st Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,SILVE,,2012,,0,35 4,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7191174274,GDU9206,NY,PAS,01/07/2015,71,4DSD,TOYOT,T,6590,9640,9790,01/01/20161227 12:00:00 PM,114,114,358573,T401,D,0944A,,Q,O,4103,21st Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,SILVE,,2012,,0,35 4,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
8013516404,GTB3397,NY,PAS,02/24/2015,83,VAN,CHEVR,T,51790,9840,9940,01/01/20161215 12:00:00 PM,115,115,358178,T401,A,0920A,,Q,F,43-16,Junction Blvd,,01/05/0001 12:00:00 PM,408,j1,,,,,WHITE,,0,,0,16 4,83-Improper Registration,,,,,,,,,,,
7620891869,87090JA,NY,COM,04/21/2015,69,PICK,ISUZU,T,17770,10410,25390,01/01/20151231 12:00:00 PM,0014,14,361134,T102,F,1031A,,NY,O,6,E 39th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0700A,0700P,WHITE,,2002,,0,99 6,69-Failure to Disp Muni Recpt,,,,,,,,,,,
1379175276,13333PC,NY,COM,06/04/2015,19,SUBN,MERCU,P,14880,35680,67530,01/01/20160430 12:00:00 PM,0061,61,929395,0061,0000,0125P,,K,O,1913,AVE Z,,01/05/0001 12:00:00 PM,408,C3,,BBBBBBB,ALL,ALL,RED,0,2011,-,0,,,,,,,,,,,,,
7513829550,FCE6383,NY,PAS,07/12/2014,21,4DSD,AUDI,T,45130,58330,44930,01/01/20160711 12:00:00 PM,0090,90,345228,T301,A,0740A,,K,F,682,Grand St,,01/05/0001 12:00:00 PM,408,d1,,Y,0730A,0800A,WH,,2012,,0,Q 31,21-No Parking (street clean),,,,,,,,,,,
8008889275,GBV3784,NY,PAS,03/09/2015,21,4DSD,NISSA,T,61730,85330,83330,01/01/20160902 12:00:00 PM,0079,79,346210,T301,Y,1153A,,K,F,435,Monroe St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1100A,1230A,GY,,2006,,0,K 31,21-No Parking (street clean),,,,,,,,,,,
8043750464,GGY2086,NY,PAS,05/09/2015,37,4DSD,CHEVR,T,51790,8590,8790,01/01/20150704 12:00:00 PM,115,115,361817,T401,R,0232P,0225P,Q,F,35-39,Junction Blvd,,01/01/20150509 12:00:00 PM,408,h1,,Y,0830A,0700P,BK,,2001,422-1265,0,15 4,37-Expired Muni Meter,,,,,,,,,,,
7137897915,ZCX9987,PA,PAS,08/23/2014,38,PICK,CHEVR,T,7790,8740,8940,01/01/20150188 12:00:00 PM,114,114,357757,T401,J,1204P,,Q,O,36-16,30th Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,RED,,0,,0,26-P,38-Failure to Display Muni Rec,,,,,,,,,,,
8007271259,90243,NY,MED,11/18/2014,38,2DSD,NISSA,T,59990,9640,9790,01/01/20150805 12:00:00 PM,108,108,352965,T803,B,0925P,,Q,F,4120,Queens Blvd,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0700P,1000P,RD,,2012,,0,CC2,38-Failure to Display Muni Rec,,,,,,,,,,,
1345688945,GNY1798,NY,PAS,08/07/2014,46,SDN,MITSU,P,64220,18520,38620,01/01/20150707 12:00:00 PM,0043,808,953639,0808,0000,0132A,,BX,F,2253,SEWARD AVENUE,,01/05/0001 12:00:00 PM,408,D,,BBBBBBB,ALL,ALL,GRAY,0,2004,-,0,,,,,,,,,,,,,
7580777095,DSL9428,NY,PAS,05/22/2015,21,SUBN,ACURA,T,17490,22640,22840,01/01/20160730 12:00:00 PM,107,107,353398,T402,M,0839A,,Q,F,139-57,86th Rd,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,1000A,GY,,2006,,0,G 42,21-No Parking (street clean),,,,,,,,,,,
7279529860,AP169V,NJ,PAS,01/16/2015,19,DELV,INTER,T,13610,11750,12520,01/01/88888888 12:00:00 PM,0001,1,346157,T105,J,1257P,,NY,F,217,Broadway,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,GREY,,0,,0,119,19-No Stand (bus stop),,,,,,,,,,,
7279529860,AP169V,NJ,PAS,01/16/2015,19,DELV,INTER,T,13610,11750,12520,01/01/88888888 12:00:00 PM,0001,1,346157,T105,J,1257P,,NY,F,217,Broadway,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,GREY,,0,,0,119,19-No Stand (bus stop),,,,,,,,,,,
7187183896,GLV9789,NY,PAS,03/12/2015,38,4DSD,TOYOT,T,8240,7990,37290,01/01/20151210 12:00:00 PM,114,114,357319,T401,I,0159P,,Q,O,31-85,32nd St,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BK,,2010,,0,26-P,38-Failure to Display Muni Rec,,,,,,,,,,,
8009451897,FCM6228,NY,PAS,08/07/2014,21,4DSD,HONDA,T,43530,10980,11080,01/01/20160610 12:00:00 PM,0068,68,356192,T302,C,1255P,,K,F,97,Gelston Ave,,01/05/0001 12:00:00 PM,408,d1,,Y,1130A,0100P,BK,,1997,,0,22 3,21-No Parking (street clean),,,,,,,,,,,
1358782891,DGH7315,NY,PAS,08/31/2014,71,SUBN,LINCO,P,30220,58620,53720,01/01/20150612 12:00:00 PM,0047,47,951283,0047,0000,0705A,,BX,F,4301,EDSON AVE,,01/05/0001 12:00:00 PM,408,E2,,BBBBBBB,ALL,ALL,GREEN,0,0,-,0,,,,,,,,,,,,,
7407182127,BYT9264,NY,PAS,10/06/2014,37,SUBN,TOYOT,T,24020,29320,27990,01/01/20160803 12:00:00 PM,0052,52,361339,T201,F,0459P,0436P,BX,O,3511,Dekalb Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BK,,2004,207-3022,0,32 2,37-Expired Muni Meter,,,,,,,,,,,
7907417892,GAA3831,NY,PAS,02/16/2015,14,SUBN,VOLVO,T,34610,10910,16920,01/01/20161231 12:00:00 PM,0018,18,349475,T502,J,0552P,,NY,O,424,W 42nd St,,01/05/0001 12:00:00 PM,408,c,,Y,0400P,0700P,WHITE,,2004,,0,03 6,14-No Standing,,,,,,,,,,,
8028111701,21417LV,NY,OML,05/05/2015,31,VAN,ME/BE,T,17750,10410,25390,01/01/20160331 12:00:00 PM,0014,14,346409,T106,A,0113P,,NY,O,9,E 38th St,,01/05/0001 12:00:00 PM,408,l3,,Y,0700A,0700P,BK,,2012,,0,B 17,31-No Stand (Com. Mtr. Zone),,,,,,,,,,,
7908792042,82396MD,NY,COM,03/09/2015,51,DELV,FORD,T,18110,25390,27790,01/01/20160131 12:00:00 PM,0018,18,353071,T106,C,0822A,,NY,F,58,E 56th St,,01/05/0001 12:00:00 PM,408,e3,,,,,WH,,2013,,0,S3 9,51-Sidewalk,,,,,,,,,,,
7078149154,XZ435B,NJ,PAS,01/16/2015,40,DELV,ISUZU,T,32590,13810,30790,01/01/20150088 12:00:00 PM,0001,1,358947,T105,D,1132A,,NY,O,55,Thompson St,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,BLACK,,0,,0,114,40-Fire Hydrant,,,,,,,,,,,
7078149154,XZ435B,NJ,PAS,01/16/2015,40,DELV,ISUZU,T,32590,13810,30790,01/01/20150088 12:00:00 PM,0001,1,358947,T105,D,1132A,,NY,O,55,Thompson St,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,BLACK,,0,,0,114,40-Fire Hydrant,,,,,,,,,,,
7463057434,X82DPD,NJ,PAS,04/01/2015,37,SUBN,JEEP,T,65390,51090,28265,01/01/88888888 12:00:00 PM,103,103,361881,T402,D,0549P,0521P,Q,F,92-16,Union Hall St,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BLACK,,0,403-3046,0,11 4,37-Expired Muni Meter,,,,,,,,,,,
7690732641,FYW6747,NY,PAS,08/19/2014,21,SUBN,CHRYS,T,6680,0,0,01/01/20141205 12:00:00 PM,0062,62,356182,T302,N,1200P,,K,I,W,16th Ave,5ft N/of 85th St,01/05/0001 12:00:00 PM,408,d1,,Y,1130A,0100P,SILVE,,2006,,0,27 3,21-No Parking (street clean),,,,,,,,,,,
7413978672,23153MG,NY,COM,04/16/2015,78,VAN,NISSA,T,40520,65020,65320,01/01/20161001 12:00:00 PM,0041,41,358865,T801,A,1151P,,BX,F,936,Home St,,01/05/0001 12:00:00 PM,408,k6,,YYYYYYY,0900P,0500A,WH,,2012,,0,A 21,78-Nighttime PKG on Res Street,,,,,,,,,,,
8026202909,U110437,TN,PAS,01/14/2015,66,TRLR,NS/OT,T,5790,0,0,01/01/88880088 12:00:00 PM,114,114,355558,T401,M,0619A,,Q,I,W,12th St,60ft N/of 34th Ave,01/05/0001 12:00:00 PM,408,k4,,,,,BLUE,,0,,0,V 41,66-Detached Trailer,,,,,,,,,,,
8026202909,U110437,TN,PAS,01/14/2015,66,TRLR,NS/OT,T,5790,0,0,01/01/88880088 12:00:00 PM,114,114,355558,T401,M,0619A,,Q,I,W,12th St,60ft N/of 34th Ave,01/05/0001 12:00:00 PM,408,k4,,,,,BLUE,,0,,0,V 41,66-Detached Trailer,,,,,,,,,,,
7574679289,21052JP,NY,COM,03/11/2015,16,VAN,FORD,T,18730,24890,10210,01/01/20150731 12:00:00 PM,0019,19,361900,T103,J,0536P,0458P,NY,F,177,E 87th St,,01/05/0001 12:00:00 PM,408,k2,,YYYYY,0800A,0600P,BLUE,,2003,,0,C 77,16-No Std (Com Veh) Com Plate,,,,,,,,,,,
7097098910,ITABFY,PA,PAS,03/14/2015,38,SUBN,KIA,T,23230,85230,44930,01/01/20160188 12:00:00 PM,0090,90,358894,T301,G,1131A,,K,O,714,Broadway,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,WHITE,,0,,0,15 3,38-Failure to Display Muni Rec,,,,,,,,,,,
1381207923,EVL1310,NY,PAS,04/19/2015,46,SUBN,FORD,P,18040,24240,24290,01/01/20150813 12:00:00 PM,103,103,955917,0103,0000,0136P,,,F,164-05,89 AVE,,01/05/0001 12:00:00 PM,408,F4,,BBBBBBB,ALL,ALL,GY,0,1994,-,0,,,,,,,,,,,,,
7514739683,80375MD,NY,COM,07/18/2014,46,VAN,DODGE,T,13430,64330,5280,01/01/88888888 12:00:00 PM,0084,84,357358,T301,O,1139A,1200P,K,F,486,Atlantic Ave,,01/01/20140718 12:00:00 PM,408,F1,,,,,WHITE,,2006,,0,05 3,46B-Double Parking (Com-100Ft),,,,,,,,,,,
1381076385,JPB0434,PA,PAS,03/06/2015,46,SDN,HONDA,P,40930,59030,26230,01/01/20150630 12:00:00 PM,0070,70,955650,0070,0000,0551P,,K,F,869,FLATBUSH AVE,,01/05/0001 12:00:00 PM,408,F2,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,,,,,,,,,
8000721429,DUN9759,NY,PAS,07/18/2014,21,4DSD,SAAB,T,74230,0,0,01/01/20141024 12:00:00 PM,0067,67,356963,T302,J,1220P,,K,I,S,Rutland Rd,5ft W/of Schenectady,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1200A,0130P,GR,,1999,,0,35 3,21-No Parking (street clean),,,,,,,,,,,
8013848980,2196822,IN,PAS,06/08/2015,19,DELV,FRUEH,T,10810,34630,34650,01/01/20150088 12:00:00 PM,0018,18,355472,T106,J,0938P,,NY,F,690,8th Ave,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,WHITE,,0,,0,99 6,19-No Stand (bus stop),,,,,,,,,,,
8005105046,FSW4012,NY,PAS,08/14/2014,21,SUBN,SATUR,T,10020,27870,27930,01/01/20150929 12:00:00 PM,0052,52,359302,T201,H,1251P,,BX,F,3331,Bainbridge Ave,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1130A,0100P,GY,,2010,,0,55 2,21-No Parking (street clean),,,,,,,,,,,
8031103082,2028134,IN,PAS,01/15/2015,14,DELV,FRUEH,T,18030,0,0,01/01/88880088 12:00:00 PM,0017,17,347687,T503,B1,0545A,,NY,I,S,E 52nd St,40ft W/of Lexington,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,0,,0,17 7,14-No Standing,,,,,,,,,,,
7853357138,FYT7712,NY,PAS,09/06/2014,31,4DSD,JEEP,T,34330,13610,10510,01/01/20160429 12:00:00 PM,0013,13,330711,T501,J,0155P,,NY,F,46,W 28th St,,01/05/0001 12:00:00 PM,408,l3,,Y,0800A,0700P,BLACK,,2012,,0,40 6,31-No Stand (Com. Mtr. Zone),,,,,,,,,,,
8005116093,EHT2898,NY,PAS,09/22/2014,21,SUBN,JEEP,T,43120,74930,74960,01/01/20160813 12:00:00 PM,0050,50,356316,T201,N,0844A,,BX,O,3008,Johnson Ave,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,1000A,GR,,2012,,0,Q 21,21-No Parking (street clean),,,,,,,,,,,
7776206064,XBPT77,NJ,PAS,09/16/2014,9,VAN,DODGE,T,18050,27790,0,01/01/88880088 12:00:00 PM,0017,17,361118,T102,M,0239P,,NY,X,,E 53rd St,Park Ave,01/05/0001 12:00:00 PM,408,e1,,,,,RED,,0,,0,99 6,09-Blocking the Box,,,,,,,,,,,
7003006893,FSZ8833,NY,PAS,08/21/2014,20,4DSD,HONDA,T,8790,66890,51790,01/01/20160515 12:00:00 PM,115,115,359615,T401,G,0438P,,Q,F,95-28,37th Ave,,01/05/0001 12:00:00 PM,408,d,,Y,0800A,0600P,GY,,2005,,0,22-P,20A-No Parking (Non-COM),,,,,,,,,,,
7147543944,FEX6518,NY,PAS,02/24/2015,71,SUBN,HONDA,T,14630,28830,35330,01/01/20161031 12:00:00 PM,0061,61,355614,T302,A,1213P,,K,O,1106,Avenue U,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GY,,2014,,0,33 3,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
